name,url,description,duration,adaptive_support,remote_support,test_type
Industrial - Semi-skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28americas%29/,Industrial - Semi-skilled 7.1 (Americas): Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Industrial - Semi-skilled 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/,Industrial - Semi-skilled 7.1 (International): Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Industrial Professional and Skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-%28americas%29/,Industrial Professional and Skilled 7.1 (Americas): Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Industrial Professional and Skilled 7.1 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,Industrial Professional and Skilled 7.1 Solution: Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Installation and Repair Technician Solution,https://www.shl.com/products/product-catalog/view/installation-and-repair-technician-solution/,Installation and Repair Technician Solution: The Installation and Repair Technician solution is designed for use with entry-level field technician positions in the telecommunications industry. The…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Account Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-account-manager-solution/,Insurance Account Manager Solution: The Insurance Account Manager solution is for mid-level insurance professionals that manage the day-to-day operations and activities of customer accounts…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Administrative Assistant Solution,https://www.shl.com/products/product-catalog/view/insurance-administrative-assistant-solution/,Insurance Administrative Assistant Solution: The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for this job…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/insurance-agent-solution/,"Insurance Agent Solution: The Insurance Agent solution is for mid-level professional positions in the insurance industry that sell property, casualty, automotive, or other types of…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Director Solution,https://www.shl.com/products/product-catalog/view/insurance-director-solution/,Insurance Director Solution: The Insurance Director solution is for senior-level management positions in the insurance companies that oversee sales functions across multiple brokerages…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Sales Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-sales-manager-solution/,Insurance Sales Manager Solution: The Sales Manager solution is for entry- to mid-level management positions that involve supervising employees working in an insurance organization and have a…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager - Short Form,https://www.shl.com/products/product-catalog/view/manager-short-form/,Manager - Short Form: The Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager + 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution-3955/,"Manager + 7.0 Solution: Our Manager + 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-solution-4242/,"Manager + 7.1 (Americas): Our Manager + 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager + 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-%28international%29/,"Manager + 7.1 (International): Our Manager + 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution/,Manager 7.0 Solution: Our Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/,Manager 7.1 (Americas): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-solution/,Manager 7.1 (International): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 8.0 JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa/,Manager 8.0 JFA: The Manager 8.0 Job-Focused Assessment is designed for candidates applying to their first leadership positions. It measures behaviors that underlie successful…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 8.0+ JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/,Manager 8.0+ JFA: The Manager 8.0+ Job-Focused Assessment is designed for candidates applying to their first leadership positions and includes SHL’s new innovative mobile-first…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manufacturing Production Team Member,https://www.shl.com/products/product-catalog/view/manufacturing-production-team-member/,Manufacturing Production Team Member: The Manufacturing Production Team Member solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manufacturing Skilled Maintenance Worker,https://www.shl.com/products/product-catalog/view/manufacturing-skilled-maintenance-worker/,Manufacturing Skilled Maintenance Worker: The Manufacturing Skilled Maintenance solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and safe…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Network Engineer/Analyst Solution,https://www.shl.com/products/product-catalog/view/network-engineeranalyst-solution/,Network Engineer/Analyst Solution: The Network Engineer/Analyst solution is designed for use with professional level telecommunications engineers and network analysts. The solution is focused on…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Nurse Leader Solution,https://www.shl.com/products/product-catalog/view/nurse-leader-solution/,Nurse Leader Solution: The Nurse Leader solution is an assessment used for job candidates applying to entry-level nurse leadership positions who tend to supervise hourly employees…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Nurse Solution,https://www.shl.com/products/product-catalog/view/nurse-solution/,"Nurse Solution: The Nurse solution is for professional-level healthcare nursing positions that require licensing or registration.  Sample tasks for these jobs include, but are…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
